captured_at	value
2021-12-19T02:13:27.000Z	3700
2021-12-19T02:13:32.000Z	3600
2021-12-19T02:13:37.000Z	3800
2021-12-19T02:13:42.000Z	4100
2021-12-19T02:13:47.000Z	4300
2021-12-19T02:13:52.000Z	4200
2021-12-19T02:13:57.000Z	4200
2021-12-19T02:14:02.000Z	3800
2021-12-19T02:14:07.000Z	3800
2021-12-19T02:14:12.000Z	3700
2021-12-19T02:14:17.000Z	3800
2021-12-19T02:14:22.000Z	3800
2021-12-19T02:14:27.000Z	3400
2021-12-19T02:14:32.000Z	3400
2021-12-19T02:14:37.000Z	3100
2021-12-19T02:14:42.000Z	2700
2021-12-19T02:14:47.000Z	2500
2021-12-19T02:14:52.000Z	2800
2021-12-19T02:14:57.000Z	2900
2021-12-19T02:15:02.000Z	3400
2021-12-19T02:15:07.000Z	3200
2021-12-19T02:15:12.000Z	3100
2021-12-19T02:15:17.000Z	3200
2021-12-19T02:15:22.000Z	3400
2021-12-19T02:15:28.000Z	3500
2021-12-19T02:15:33.000Z	3900
2021-12-19T02:15:38.000Z	4000
2021-12-19T02:15:43.000Z	4600
2021-12-19T02:15:48.000Z	4900
2021-12-19T02:15:53.000Z	4600
2021-12-19T02:15:58.000Z	4400
2021-12-19T02:16:03.000Z	4100
2021-12-19T02:16:08.000Z	4500
2021-12-19T02:16:13.000Z	4300
2021-12-19T02:16:18.000Z	4000
2021-12-19T02:16:23.000Z	3600
2021-12-19T02:16:28.000Z	3700
2021-12-19T02:16:33.000Z	3400
2021-12-19T02:16:38.000Z	3600
2021-12-19T02:16:43.000Z	3500
2021-12-19T02:16:48.000Z	3300
2021-12-19T02:49:46.000Z	3400
2021-12-19T02:49:51.000Z	3200
2021-12-19T02:49:56.000Z	3400
2021-12-19T02:50:01.000Z	3500
2021-12-19T02:50:06.000Z	3500
2021-12-19T02:50:11.000Z	3600
2021-12-19T02:50:16.000Z	3500
2021-12-19T02:50:21.000Z	3400
2021-12-19T02:50:26.000Z	3100
2021-12-19T02:50:31.000Z	2700
2021-12-19T02:50:36.000Z	2500
2021-12-19T02:50:41.000Z	2700
2021-12-19T02:50:46.000Z	2700
2021-12-19T02:50:51.000Z	2800
2021-12-19T02:50:56.000Z	2800
2021-12-19T02:51:01.000Z	3200
2021-12-19T02:51:06.000Z	3600
2021-12-19T02:51:11.000Z	3500
2021-12-19T02:51:16.000Z	3600
2021-12-19T02:51:21.000Z	3900
2021-12-19T02:51:26.000Z	4100
2021-12-19T02:51:31.000Z	4300
2021-12-19T02:16:53.000Z	3700
2021-12-19T02:16:58.000Z	3900
2021-12-19T02:17:03.000Z	4100
2021-12-19T02:17:08.000Z	3500
2021-12-19T02:17:13.000Z	3700
2021-12-19T02:17:18.000Z	3600
2021-12-19T02:17:23.000Z	3700
2021-12-19T02:17:28.000Z	3700
2021-12-19T02:17:33.000Z	4000
2021-12-19T02:17:38.000Z	3500
2021-12-19T02:17:43.000Z	3300
2021-12-19T02:17:48.000Z	3300
2021-12-19T02:17:53.000Z	2800
2021-12-19T02:17:58.000Z	2700
2021-12-19T02:18:03.000Z	2700
2021-12-19T02:18:08.000Z	3000
2021-12-19T02:18:13.000Z	3200
2021-12-19T02:18:18.000Z	3200
2021-12-19T02:18:23.000Z	3200
2021-12-19T02:48:00.000Z	3200
2021-12-19T02:48:05.000Z	3100
2021-12-19T02:48:10.000Z	2900
2021-12-19T02:48:15.000Z	3000
2021-12-19T02:48:20.000Z	2700
2021-12-19T02:48:25.000Z	2500
2021-12-19T02:48:30.000Z	2400
2021-12-19T02:48:35.000Z	2600
2021-12-19T02:48:40.000Z	2900
2021-12-19T02:48:45.000Z	3100
2021-12-19T02:48:51.000Z	3500
2021-12-19T02:48:56.000Z	3100
2021-12-19T02:49:01.000Z	2600
2021-12-19T02:49:06.000Z	2600
2021-12-19T02:49:11.000Z	2700
2021-12-19T02:49:16.000Z	2800
2021-12-19T02:49:21.000Z	2800
2021-12-19T02:49:26.000Z	3200
2021-12-19T02:49:31.000Z	3500
2021-12-19T02:49:36.000Z	3700
2021-12-19T02:49:41.000Z	3400
